cust_id,cust_price_sensitivity,cust_lifestage
CUST0000199229,LA,OT
CUST0000199253,UM,OT
CUST0000199324,MM,OT
CUST0000199346,LA,YA
CUST0000199355,UM,OT
CUST0000199394,UM,OA
CUST0000199455,XX,OT
CUST0000199713,MM,OT
CUST0000199773,MM,OA
CUST0000199788,UM,YA
CUST0000199914,MM,OT
CUST0000200033,XX,PE
CUST0000200113,MM,
CUST0000200588,MM,OT
CUST0000200724,UM,OA
CUST0000200864,UM,
CUST0000200917,MM,OA
CUST0000201287,XX,OT
CUST0000201463,XX,OT
CUST0000201801,UM,OT
CUST0000201981,MM,PE
CUST0000202206,MM,OT
CUST0000202476,UM,
CUST0000202713,UM,OF
CUST0000202837,UM,OA
CUST0000203043,MM,YA
CUST0000203059,MM,PE
CUST0000203419,XX,OT
CUST0000203491,LA,
CUST0000203671,XX,OT
CUST0000203680,MM,OT
CUST0000203720,XX,OT
CUST0000203993,UM,YA
CUST0000204018,MM,
CUST0000204025,XX,OT
CUST0000204088,UM,OT
CUST0000204102,MM,OT
CUST0000204216,MM,
CUST0000204592,LA,OT
CUST0000205018,MM,OT
CUST0000205301,MM,YF
CUST0000205547,UM,YA
CUST0000205671,XX,OT
CUST0000205747,UM,
CUST0000206035,UM,OT
CUST0000206165,LA,OT
CUST0000206190,MM,YA
CUST0000206442,UM,OA
CUST0000206542,LA,PE
CUST0000206721,UM,OA
CUST0000206868,MM,OT
CUST0000207011,MM,OT
CUST0000207778,MM,OT
CUST0000208533,LA,YF
CUST0000208588,XX,OT
CUST0000208677,LA,YA
CUST0000208808,LA,OT
CUST0000208854,UM,OT
CUST0000208981,LA,OT
CUST0000209037,LA,
CUST0000209051,LA,YA
CUST0000209339,UM,OT
CUST0000209646,MM,OT
CUST0000210083,MM,
CUST0000211047,UM,OA
CUST0000211064,MM,YA
CUST0000211321,MM,OT
CUST0000211389,MM,
CUST0000211407,MM,OT
CUST0000211673,MM,
CUST0000212016,MM,OT
CUST0000212093,XX,
CUST0000212148,MM,OT
CUST0000212216,UM,
CUST0000212223,MM,YF
CUST0000212431,LA,OT
CUST0000212519,UM,OA
CUST0000212677,XX,OT
CUST0000212869,LA,OA
CUST0000213425,LA,OT
CUST0000213530,MM,YF
CUST0000213878,MM,OT
CUST0000213897,MM,OT
CUST0000213955,UM,OT
CUST0000213978,UM,PE
CUST0000214212,LA,OT
CUST0000214363,UM,OA
CUST0000214609,LA,YA
CUST0000214629,XX,YA
CUST0000214716,MM,OT
CUST0000214748,LA,OF
CUST0000215116,LA,OT
CUST0000215484,MM,OT
CUST0000215521,MM,PE
CUST0000215621,MM,OT
CUST0000215689,MM,
CUST0000216101,XX,OT
CUST0000216317,MM,YA
CUST0000216551,LA,YF
CUST0000217297,LA,YF
CUST0000217478,UM,YF
CUST0000217499,XX,OT
CUST0000217653,UM,OT
CUST0000217740,XX,OT
CUST0000218237,UM,PE
CUST0000218305,UM,OT
CUST0000218587,MM,OA
CUST0000218633,MM,OA
CUST0000218956,MM,OF
CUST0000219153,MM,PE
CUST0000219249,LA,OT
CUST0000219524,UM,PE
CUST0000219536,XX,OT
CUST0000219699,UM,OT
CUST0000219780,MM,OT
CUST0000219808,XX,YF
CUST0000220115,MM,YA
CUST0000220331,MM,YF
CUST0000220595,LA,OT
CUST0000220735,MM,OT
CUST0000220920,UM,OT
CUST0000221017,MM,YF
CUST0000221060,MM,OT
CUST0000221352,LA,
CUST0000221356,UM,YF
CUST0000221361,UM,
CUST0000222195,UM,OA
CUST0000222318,LA,YF
CUST0000223076,UM,PE
CUST0000223188,MM,PE
CUST0000223323,UM,
CUST0000223618,MM,OT
CUST0000223725,LA,PE
CUST0000223968,UM,YF
CUST0000224082,XX,OT
CUST0000224145,UM,OT
CUST0000224232,MM,YF
CUST0000224335,UM,OF
CUST0000224482,MM,OT
CUST0000224516,UM,YA
CUST0000224524,MM,OF
CUST0000224627,LA,OT
CUST0000224690,XX,OT
CUST0000224831,UM,PE
CUST0000225040,LA,YF
CUST0000225193,MM,OT
CUST0000225213,MM,PE
CUST0000225324,LA,OA
CUST0000225331,UM,OT
CUST0000225488,UM,OT
CUST0000225582,MM,OT
CUST0000225754,MM,OA
CUST0000225827,MM,OF
CUST0000226332,MM,OT
CUST0000227013,LA,YF
CUST0000227053,UM,PE
CUST0000227166,LA,OF
CUST0000227265,MM,
CUST0000227398,UM,
CUST0000227529,XX,OT
CUST0000227536,MM,OT
CUST0000227629,MM,OT
CUST0000227752,UM,PE
CUST0000228256,UM,OT
CUST0000228788,MM,OF
CUST0000228941,UM,OA
CUST0000228962,MM,YF
CUST0000229117,MM,YF
CUST0000229149,MM,OT
CUST0000229327,MM,YF
CUST0000229424,LA,OT
CUST0000229532,MM,YF
CUST0000229599,LA,YF
CUST0000230291,UM,YA
CUST0000230647,LA,OT
CUST0000231131,LA,YF
CUST0000231364,MM,OT
CUST0000231675,MM,OT
CUST0000231774,MM,PE
CUST0000231954,XX,OA
CUST0000232167,MM,YF
CUST0000232172,LA,
CUST0000232876,MM,YA
CUST0000232995,XX,OT
CUST0000233205,LA,OT
CUST0000233658,UM,YA
CUST0000234065,UM,OT
CUST0000234190,MM,OF
CUST0000234209,MM,OT
CUST0000234349,MM,OT
CUST0000234511,UM,YF
CUST0000234581,XX,OT
CUST0000235664,UM,OT
CUST0000235758,MM,OT
CUST0000235779,UM,PE
CUST0000236124,UM,YF
CUST0000236697,MM,OT
CUST0000236834,UM,OT
CUST0000237694,LA,OT
CUST0000237812,MM,
CUST0000238094,MM,OT
CUST0000238146,MM,
CUST0000238212,XX,OT
CUST0000238658,MM,
CUST0000238866,LA,YA
CUST0000238956,LA,OF
CUST0000239627,XX,OT
CUST0000239683,UM,OA
CUST0000239699,MM,PE
CUST0000239729,UM,OT
CUST0000239986,MM,OT
CUST0000240185,UM,OT
CUST0000240228,LA,YA
CUST0000240244,UM,OT
CUST0000240277,UM,OT
CUST0000240308,UM,YF
CUST0000240359,XX,
CUST0000240613,MM,OT
CUST0000240651,LA,YF
CUST0000241118,XX,OA
CUST0000241252,UM,
CUST0000241254,MM,OA
CUST0000241476,LA,OT
CUST0000241522,XX,OT
CUST0000241970,XX,OA
CUST0000242140,UM,OT
CUST0000242357,MM,
CUST0000242508,LA,OA
CUST0000242769,MM,OT
CUST0000242953,LA,OT
CUST0000243024,MM,OT
CUST0000243284,LA,OT
CUST0000243335,MM,
CUST0000243706,XX,PE
CUST0000244088,MM,PE
CUST0000244127,MM,OT
CUST0000244205,LA,OT
CUST0000244418,MM,OT
CUST0000244450,XX,
CUST0000244654,UM,OT
CUST0000244913,UM,YF
CUST0000245024,UM,OT
CUST0000245257,MM,OT
CUST0000245743,UM,OA
CUST0000245750,LA,
CUST0000246087,MM,OT
CUST0000246094,MM,
CUST0000246289,UM,PE
CUST0000246911,XX,YF
CUST0000246921,LA,OT
CUST0000246937,MM,YF
CUST0000246949,UM,OT
CUST0000247029,LA,OT
CUST0000247100,UM,OT
CUST0000247910,MM,PE
CUST0000248020,XX,OT
CUST0000248193,MM,OT
CUST0000248231,UM,OT
CUST0000248266,MM,OT
CUST0000248273,MM,OA
CUST0000248288,UM,OT
CUST0000248441,LA,OT
CUST0000248760,UM,OT
CUST0000248944,LA,YA
CUST0000249526,MM,OA
CUST0000249573,LA,YA
CUST0000249577,LA,YF
CUST0000249608,UM,OA
CUST0000249643,MM,OT
CUST0000249670,UM,
CUST0000249820,XX,OT
CUST0000249946,LA,PE
CUST0000250135,UM,YA
CUST0000250864,UM,OT
CUST0000251322,MM,YF
CUST0000251863,UM,OF
CUST0000251916,UM,PE
CUST0000252228,MM,PE
CUST0000252338,UM,YA
CUST0000252562,LA,OT
CUST0000253102,MM,OF
CUST0000253216,LA,YA
CUST0000253529,LA,OA
CUST0000253539,XX,OT
CUST0000253573,UM,OA
CUST0000253580,UM,OT
CUST0000253846,LA,YF
CUST0000253886,MM,OT
CUST0000254439,UM,YA
CUST0000254620,LA,OT
CUST0000254742,UM,OT
CUST0000254832,LA,PE
CUST0000255032,XX,
CUST0000255201,XX,OT
CUST0000255269,XX,OT
CUST0000255387,UM,
CUST0000255395,LA,YA
CUST0000255397,UM,OT
CUST0000255420,MM,YA
CUST0000255660,LA,OT
CUST0000255673,XX,YA
CUST0000255714,MM,OA
CUST0000256112,LA,PE
CUST0000256124,UM,PE
CUST0000256243,MM,PE
CUST0000256837,MM,YA
CUST0000257507,UM,OA
CUST0000257511,LA,OT
CUST0000257769,MM,YA
CUST0000257902,UM,
CUST0000258097,MM,OF
CUST0000258485,LA,YF
CUST0000258532,MM,OT
CUST0000258555,UM,PE
CUST0000258658,UM,YA
CUST0000258756,MM,OA
CUST0000258842,MM,YA
CUST0000259129,MM,PE
CUST0000259182,LA,
CUST0000259436,XX,OT
CUST0000259498,LA,YA
CUST0000259504,LA,OT
CUST0000259680,MM,PE
CUST0000260311,UM,OT
CUST0000260697,UM,
CUST0000260876,UM,OT
CUST0000261138,XX,OT
CUST0000261175,LA,
CUST0000261258,MM,YA
CUST0000261261,LA,PE
CUST0000261381,LA,OT
CUST0000261407,MM,OT
CUST0000261553,MM,OT
CUST0000261775,MM,OT
CUST0000262704,UM,OT
CUST0000262766,XX,OT
CUST0000263173,MM,
CUST0000263376,MM,OT
CUST0000263560,XX,OT
CUST0000263844,UM,YF
CUST0000263870,LA,
CUST0000264079,LA,YA
CUST0000264107,MM,
CUST0000264286,XX,OT
CUST0000264598,XX,
CUST0000264835,MM,YF
CUST0000265073,MM,OA
CUST0000265147,UM,YF
CUST0000265274,UM,YA
CUST0000265367,LA,YA
CUST0000265416,MM,
CUST0000265468,XX,OA
CUST0000265582,UM,
CUST0000265678,MM,OT
CUST0000265948,LA,
CUST0000266020,LA,OF
CUST0000266152,MM,OT
CUST0000266269,XX,OT
CUST0000266580,LA,YA
CUST0000266722,MM,YA
CUST0000266997,UM,OT
CUST0000267204,MM,YA
CUST0000267213,UM,YF
CUST0000267396,UM,OA
CUST0000267507,MM,OA
CUST0000267570,MM,OA
CUST0000267589,LA,OT
CUST0000267709,UM,OT
CUST0000267726,UM,OT
CUST0000267979,MM,YA
CUST0000268127,UM,YF
CUST0000268207,LA,
CUST0000268635,LA,YF
CUST0000268961,MM,OT
CUST0000270350,MM,PE
CUST0000270503,LA,OT
CUST0000270628,MM,YA
CUST0000271479,XX,OT
CUST0000272023,LA,OA
CUST0000272386,MM,OT
CUST0000272425,MM,
CUST0000272582,UM,YF
CUST0000272853,LA,YF
CUST0000272904,MM,OT
CUST0000273017,MM,OT
CUST0000273175,LA,OT
CUST0000273521,MM,OT
CUST0000273560,MM,OA
CUST0000273592,LA,OT
CUST0000273930,MM,OT
CUST0000274070,UM,YA
CUST0000274137,MM,YA
CUST0000274139,LA,
CUST0000274165,MM,OT
CUST0000274514,UM,OT
CUST0000274533,UM,
CUST0000274585,MM,YA
CUST0000275005,MM,
CUST0000275436,LA,YF
CUST0000275790,MM,OT
CUST0000275806,MM,OT
CUST0000275903,UM,OT
CUST0000276154,MM,
CUST0000276333,LA,
CUST0000276429,MM,PE
CUST0000276604,MM,OT
CUST0000276942,UM,OT
CUST0000277064,UM,
CUST0000277206,MM,YA
CUST0000277415,UM,OT
CUST0000277675,LA,YA
CUST0000277824,MM,OT
CUST0000278111,LA,OF
CUST0000278741,LA,OT
CUST0000278821,UM,OA
CUST0000278887,LA,
CUST0000279161,MM,OT
CUST0000279310,LA,YA
CUST0000279477,MM,OA
CUST0000279958,LA,OA
CUST0000280517,UM,YA
CUST0000280589,UM,YF
CUST0000280679,LA,YA
CUST0000280690,XX,OT
CUST0000280694,UM,OA
CUST0000280952,LA,YF
CUST0000281089,LA,OT
CUST0000281353,MM,OT
CUST0000281968,UM,OT
CUST0000282032,LA,
CUST0000282130,MM,YA
CUST0000282214,UM,OT
CUST0000282411,MM,YA
CUST0000282515,LA,OA
CUST0000282652,UM,YA
CUST0000282774,XX,OT
CUST0000282917,LA,YF
CUST0000283274,LA,YF
CUST0000283740,MM,OA
CUST0000283803,LA,OT
CUST0000284103,UM,OT
CUST0000284343,MM,OA
CUST0000284451,UM,OA
CUST0000284650,MM,OT
CUST0000285276,LA,OT
CUST0000285663,LA,
CUST0000287282,LA,OT
CUST0000287482,UM,YA
CUST0000287617,MM,YA
CUST0000287772,UM,OT
CUST0000287867,UM,
CUST0000287937,LA,OT
CUST0000288146,UM,OT
CUST0000288343,LA,OA
CUST0000288518,MM,OT
CUST0000288662,MM,OT
CUST0000288788,MM,OT
CUST0000289277,LA,YF
CUST0000289401,UM,OT
CUST0000289425,MM,YF
CUST0000289572,XX,OT
CUST0000290774,XX,YA
CUST0000290793,MM,YF
CUST0000291108,MM,YF
CUST0000291212,MM,OT
CUST0000291432,UM,OT
CUST0000291843,MM,OA
CUST0000291861,LA,OT
CUST0000291884,LA,OF
CUST0000291957,MM,YF
CUST0000292032,MM,YA
CUST0000292042,MM,OT
CUST0000292049,XX,OT
CUST0000292191,XX,OT
CUST0000292555,UM,OT
CUST0000292567,MM,OT
CUST0000292985,LA,
CUST0000293101,MM,OT
CUST0000293131,UM,OA
CUST0000293597,MM,YF
CUST0000294521,LA,OT
CUST0000294638,MM,OT
CUST0000294682,MM,OT
CUST0000294815,UM,OA
CUST0000294865,LA,OT
CUST0000295117,MM,YA
CUST0000295167,UM,OT
CUST0000295901,UM,YA
CUST0000296012,MM,OA
CUST0000296204,LA,YA
CUST0000296291,UM,PE
CUST0000296379,MM,OT
CUST0000297035,LA,OT
CUST0000297139,LA,YF
CUST0000297249,XX,OT
CUST0000297521,MM,OT
CUST0000297608,MM,YF
CUST0000297678,LA,OT
CUST0000297970,MM,YF
CUST0000297983,LA,
CUST0000298408,UM,YA
CUST0000298700,XX,OT
CUST0000298739,MM,OT
CUST0000298919,MM,OT
CUST0000298951,MM,
CUST0000299009,UM,OT
CUST0000299174,LA,YA
CUST0000299182,MM,OT
CUST0000299294,XX,OT
CUST0000299443,MM,YF
CUST0000299856,UM,
CUST0000299905,LA,OT
CUST0000300136,MM,OT
CUST0000300206,MM,OT
CUST0000300328,LA,YF
CUST0000300829,MM,YA
CUST0000300913,XX,OT
CUST0000301027,MM,OT
CUST0000301140,MM,PE
CUST0000301201,XX,OT
CUST0000301267,UM,OT
CUST0000301347,MM,OA
CUST0000301586,UM,OA
CUST0000301823,LA,OT
CUST0000301955,UM,YA
CUST0000302280,UM,PE
CUST0000302301,MM,OT
CUST0000302308,LA,OT
CUST0000302355,LA,
CUST0000302397,XX,OT
CUST0000302718,UM,OT
CUST0000302781,LA,OT
CUST0000303021,UM,OA
CUST0000303410,MM,YF
CUST0000303669,XX,OT
CUST0000303755,UM,YA
CUST0000303963,XX,OT
CUST0000303966,UM,OT
CUST0000304008,MM,OT
CUST0000304476,MM,YF
CUST0000304719,MM,OA
CUST0000304922,LA,OT
CUST0000305103,LA,OF
CUST0000305191,MM,YF
CUST0000306168,LA,PE
CUST0000306198,MM,OT
CUST0000306533,XX,OT
CUST0000306580,MM,
CUST0000306843,UM,
CUST0000307007,UM,YF
CUST0000307236,UM,OT
CUST0000307323,MM,OA
CUST0000307403,MM,OT
CUST0000307406,LA,OT
CUST0000307693,MM,OT
CUST0000308121,XX,OT
CUST0000308433,LA,OT
CUST0000308522,MM,OT
CUST0000308575,UM,OT
CUST0000308627,UM,OT
CUST0000308745,LA,OF
CUST0000309037,XX,OT
CUST0000309078,LA,OT
CUST0000309104,MM,OT
CUST0000309109,MM,
CUST0000309773,MM,YF
CUST0000309803,XX,OT
CUST0000309974,MM,YA
CUST0000309981,LA,OT
CUST0000310334,LA,YA
CUST0000310381,XX,OT
CUST0000310512,UM,OA
CUST0000310786,MM,OA
CUST0000310844,MM,OT
CUST0000310870,LA,OT
CUST0000311051,LA,PE
CUST0000311194,MM,
CUST0000311496,MM,OT
CUST0000312303,LA,OT
CUST0000312327,XX,OT
CUST0000312428,MM,OA
CUST0000312927,LA,OT
CUST0000313011,LA,YF
CUST0000313294,MM,OT
CUST0000313370,MM,OT
CUST0000313426,MM,OT
CUST0000313722,MM,YA
CUST0000313963,UM,OA
CUST0000313976,MM,OT
CUST0000314165,MM,YF
CUST0000314371,LA,YA
CUST0000314465,LA,
CUST0000314494,UM,OT
CUST0000314496,UM,PE
CUST0000314931,LA,OA
CUST0000315095,MM,YA
CUST0000315693,MM,YA
CUST0000315792,UM,PE
CUST0000315873,XX,OA
CUST0000315924,MM,OT
CUST0000316344,MM,YF
CUST0000316653,LA,OF
CUST0000316692,LA,YF
CUST0000317407,MM,YA
CUST0000317490,MM,OT
CUST0000317882,XX,OT
CUST0000318306,UM,OT
CUST0000318461,UM,OT
CUST0000318596,MM,OA
CUST0000318790,LA,
CUST0000318791,XX,OT
CUST0000319241,UM,YF
CUST0000319316,MM,PE
CUST0000319505,MM,YA
CUST0000319762,XX,OT
CUST0000319945,MM,PE
CUST0000320034,MM,OA
CUST0000320138,MM,YF
CUST0000320257,MM,OA
CUST0000320265,XX,OT
CUST0000320358,UM,OT
CUST0000320773,XX,OT
CUST0000321438,MM,OT
CUST0000321850,MM,OT
CUST0000321957,UM,OT
CUST0000322183,LA,OT
CUST0000322431,UM,YA
CUST0000322481,LA,OT
CUST0000322541,MM,PE
CUST0000322579,MM,YA
CUST0000323196,MM,OA
CUST0000323567,UM,OT
CUST0000323706,LA,
CUST0000324002,LA,YF
CUST0000324222,LA,PE
CUST0000324362,UM,YA
CUST0000324439,UM,OT
CUST0000325091,UM,PE
CUST0000325310,MM,YF
CUST0000325483,LA,
CUST0000325746,LA,OT
CUST0000325862,MM,OA
CUST0000325897,LA,OA
CUST0000326029,XX,YA
CUST0000326043,UM,YA
CUST0000326092,UM,YA
CUST0000326328,UM,OT
CUST0000326357,UM,YA
CUST0000326362,LA,OT
CUST0000326502,MM,YA
CUST0000326711,LA,OT
CUST0000326784,UM,OT
CUST0000326875,UM,PE
CUST0000326951,LA,OT
CUST0000327087,XX,
CUST0000327218,MM,
CUST0000327274,MM,OA
CUST0000327293,LA,OT
CUST0000327595,MM,YA
CUST0000327790,MM,OT
CUST0000327940,MM,OF
CUST0000328011,LA,
CUST0000328598,XX,OT
CUST0000328659,LA,
CUST0000329123,LA,
CUST0000329240,MM,OT
CUST0000329284,MM,
CUST0000329314,MM,OT
CUST0000329411,MM,PE
CUST0000329420,XX,OT
CUST0000329564,MM,
CUST0000329724,UM,OT
CUST0000330389,LA,PE
CUST0000330871,MM,OT
CUST0000331413,MM,YF
CUST0000332030,LA,OF
CUST0000332648,UM,OT
CUST0000332689,LA,OA
CUST0000332983,LA,YF
CUST0000333211,MM,YA
CUST0000333370,MM,OT
CUST0000333648,UM,OT
CUST0000333947,MM,OF
CUST0000334297,LA,OT
CUST0000334951,MM,OT
CUST0000335292,XX,YA
CUST0000335542,LA,YF
CUST0000335632,UM,YA
CUST0000335650,LA,YF
CUST0000335861,UM,YA
CUST0000336297,MM,OT
CUST0000337031,LA,
CUST0000337058,MM,OT
CUST0000337081,UM,OT
CUST0000337461,MM,OT
CUST0000338613,UM,OT
CUST0000338923,LA,
CUST0000339054,LA,YF
CUST0000339117,MM,YA
CUST0000339139,MM,OT
CUST0000339376,UM,YA
CUST0000340033,UM,YA
CUST0000340654,XX,PE
CUST0000340691,XX,OA
CUST0000340895,MM,YA
CUST0000340993,XX,OT
CUST0000341255,UM,YF
CUST0000341306,UM,OA
CUST0000341319,MM,OT
CUST0000341445,MM,PE
CUST0000342078,UM,OT
CUST0000342129,MM,OT
CUST0000342143,MM,OT
CUST0000342503,MM,OT
CUST0000342567,XX,OT
CUST0000342959,MM,YF
CUST0000343056,LA,YF
CUST0000343466,LA,OT
CUST0000344047,MM,
CUST0000344260,LA,
CUST0000344295,UM,YF
CUST0000344914,XX,OT
CUST0000344976,MM,YF
CUST0000345094,MM,YF
CUST0000345364,MM,PE
CUST0000345373,LA,OT
CUST0000346167,UM,
CUST0000346251,MM,YF
CUST0000346556,UM,OT
CUST0000346601,UM,YF
CUST0000346656,LA,OA
CUST0000347309,MM,
CUST0000347438,MM,YF
CUST0000347503,UM,
CUST0000347834,XX,
CUST0000347842,MM,PE
CUST0000347923,UM,YF
CUST0000348008,MM,OT
CUST0000348012,MM,OT
CUST0000348054,UM,YA
CUST0000348123,MM,PE
CUST0000348467,LA,
CUST0000348557,MM,YF
CUST0000348775,MM,YA
CUST0000348786,UM,OT
CUST0000349056,LA,
CUST0000349561,MM,OA
CUST0000349837,MM,OT
CUST0000349859,LA,OT
CUST0000350221,MM,YF
CUST0000350353,UM,OT
CUST0000350521,UM,OT
CUST0000350599,MM,PE
CUST0000351733,MM,OT
CUST0000352048,UM,YA
CUST0000352075,LA,
CUST0000352126,UM,
CUST0000352169,LA,OA
CUST0000352544,MM,OT
CUST0000352556,MM,OT
CUST0000352666,XX,OT
CUST0000353655,MM,OT
CUST0000353677,LA,YF
CUST0000353845,XX,OT
CUST0000353938,UM,OT
CUST0000353945,LA,OT
CUST0000353957,LA,PE
CUST0000353993,XX,OT
CUST0000355108,UM,OT
CUST0000355235,MM,YA
CUST0000355428,LA,OA
CUST0000355507,XX,OT
CUST0000355666,LA,
CUST0000355981,UM,OT
CUST0000356000,LA,PE
CUST0000356057,LA,OT
CUST0000356067,MM,YF
CUST0000356138,MM,OT
CUST0000356307,XX,OA
CUST0000356601,UM,OA
CUST0000356605,MM,YA
CUST0000357083,UM,OF
CUST0000357109,MM,OT
CUST0000357449,XX,OT
CUST0000357627,LA,OT
CUST0000357650,MM,YF
CUST0000357661,XX,OT
CUST0000357863,MM,YA
CUST0000357913,LA,OF
CUST0000358011,LA,OT
CUST0000358344,LA,OT
CUST0000358603,MM,OT
CUST0000358608,MM,YF
CUST0000358723,MM,YA
CUST0000359197,UM,YF
CUST0000359212,MM,OA
CUST0000359250,MM,YF
CUST0000359265,UM,OT
CUST0000359289,UM,OA
CUST0000359344,LA,YF
CUST0000359417,LA,YF
CUST0000359521,MM,OA
CUST0000359555,UM,OT
CUST0000359752,LA,
CUST0000359859,XX,OT
CUST0000359971,LA,YF
CUST0000360110,UM,YF
CUST0000360223,MM,OA
CUST0000360289,MM,
CUST0000360293,MM,OT
CUST0000360531,MM,OT
CUST0000361038,UM,PE
CUST0000361169,LA,YF
CUST0000361611,XX,OT
CUST0000361910,LA,OT
CUST0000361973,XX,OT
CUST0000362281,UM,
CUST0000362355,UM,
CUST0000362478,UM,
CUST0000362601,UM,PE
CUST0000362641,LA,YF
CUST0000362661,UM,OT
CUST0000362694,UM,OT
CUST0000362904,LA,OT
CUST0000363059,MM,OA
CUST0000363266,MM,OA
CUST0000364031,UM,OT
CUST0000364039,MM,
CUST0000364085,MM,YF
CUST0000364113,LA,OT
CUST0000364233,LA,YA
CUST0000364263,LA,OT
CUST0000364465,XX,OT
CUST0000364544,UM,OT
CUST0000364760,LA,
CUST0000365104,XX,OT
CUST0000365429,MM,OA
CUST0000365449,MM,OT
CUST0000365689,XX,
CUST0000365846,MM,YA
CUST0000365930,MM,YF
CUST0000366265,UM,PE
CUST0000366451,UM,OA
CUST0000366585,UM,OT
CUST0000366612,MM,YF
CUST0000366661,MM,YF
CUST0000366900,LA,OT
CUST0000366903,MM,YF
CUST0000367221,UM,
CUST0000367323,MM,OT
CUST0000367454,MM,OT
CUST0000367459,LA,OT
CUST0000367460,XX,
CUST0000367598,XX,OT
CUST0000369227,UM,OT
CUST0000369298,MM,PE
CUST0000369539,MM,OT
CUST0000369556,MM,
CUST0000369681,UM,OT
CUST0000369724,XX,OT
CUST0000369871,UM,YF
CUST0000369937,MM,OT
CUST0000370059,MM,YF
CUST0000370276,UM,YA
CUST0000370293,MM,OA
CUST0000370351,MM,YF
CUST0000370368,MM,OT
CUST0000370394,LA,OT
CUST0000370635,XX,OT
CUST0000370974,MM,
CUST0000370986,LA,OT
CUST0000371044,XX,OT
CUST0000371087,UM,OT
CUST0000371191,LA,OA
CUST0000371354,MM,YF
CUST0000371535,LA,YF
CUST0000371566,UM,OT
CUST0000371579,LA,OT
CUST0000371949,UM,OT
CUST0000372036,MM,OT
CUST0000372501,MM,YA
CUST0000372533,MM,YA
CUST0000372762,MM,OT
CUST0000372856,LA,YA
CUST0000373003,MM,YA
CUST0000373241,MM,OF
CUST0000373683,MM,OT
CUST0000373737,LA,OT
CUST0000373826,MM,YF
CUST0000373868,MM,
CUST0000373894,MM,YF
CUST0000373949,XX,OT
CUST0000374165,MM,YF
CUST0000374252,XX,OT
CUST0000374335,MM,YF
CUST0000374392,UM,YA
CUST0000374522,UM,OT
CUST0000374744,UM,YA
CUST0000374967,XX,YA
CUST0000375074,LA,PE
CUST0000375633,XX,OT
CUST0000375648,MM,YF
CUST0000375659,MM,OT
CUST0000375691,UM,OT
CUST0000376140,UM,YF
CUST0000376193,MM,
CUST0000376367,UM,OA
CUST0000376598,UM,PE
CUST0000376662,XX,OT
CUST0000377107,UM,YF
CUST0000377358,LA,YA
CUST0000377813,UM,YA
CUST0000377973,LA,
CUST0000378034,UM,OT
CUST0000378373,LA,YA
CUST0000378448,UM,OT
CUST0000378500,MM,YA
CUST0000378677,MM,OA
CUST0000378735,MM,OT
CUST0000378984,MM,OT
CUST0000379126,UM,OT
CUST0000379452,MM,YA
CUST0000379456,XX,OT
CUST0000379472,MM,
CUST0000379577,UM,OA
CUST0000379798,XX,YF
CUST0000379903,LA,PE
CUST0000379952,MM,YA
CUST0000380112,XX,OT
CUST0000380224,UM,PE
CUST0000380249,LA,OT
CUST0000380492,MM,
CUST0000380545,UM,
CUST0000381350,UM,YA
CUST0000382456,UM,OT
CUST0000383071,XX,OT
CUST0000384431,LA,OT
CUST0000384711,LA,OT
CUST0000384822,LA,OT
CUST0000384891,MM,YA
CUST0000385012,LA,PE
CUST0000385231,LA,
CUST0000385376,UM,OT
CUST0000385508,UM,YA
CUST0000385636,MM,OT
CUST0000386369,UM,YA
CUST0000386495,UM,YF
CUST0000386711,LA,OA
CUST0000386827,LA,YF
CUST0000387000,XX,OT
CUST0000387168,UM,OT
CUST0000387419,MM,OT
CUST0000387914,MM,
CUST0000388176,MM,
CUST0000388524,UM,OF
CUST0000388585,LA,
CUST0000388652,UM,OT
CUST0000389065,LA,OT
CUST0000389267,LA,OF
CUST0000389364,UM,
CUST0000389739,MM,OT
CUST0000389986,XX,OT
CUST0000390762,XX,
CUST0000390823,UM,OT
CUST0000391025,MM,OT
CUST0000391145,MM,YF
CUST0000391287,LA,OT
CUST0000391346,UM,OT
CUST0000391382,MM,YF
CUST0000391910,MM,YA
CUST0000392243,XX,OT
CUST0000392468,UM,OT
CUST0000392574,UM,OT
CUST0000392903,MM,OT
CUST0000393321,MM,OF
CUST0000393495,MM,OA
CUST0000393547,UM,OT
CUST0000393615,UM,OT
CUST0000393638,UM,PE
CUST0000393760,UM,YF
CUST0000393773,XX,OT
CUST0000394724,MM,OA
CUST0000394930,UM,YA
CUST0000395055,XX,YA
CUST0000395295,MM,OT
CUST0000395437,LA,OF
CUST0000395515,UM,OA
CUST0000395577,UM,YA
CUST0000395732,UM,YA
CUST0000396149,XX,OT
CUST0000396231,UM,YF
CUST0000396495,XX,OT
CUST0000396498,UM,OT
CUST0000396745,MM,OT
CUST0000396827,UM,OT
CUST0000397007,MM,OT
CUST0000397145,MM,OT
CUST0000397207,MM,YA
CUST0000397266,MM,OA
CUST0000397540,MM,PE
CUST0000397631,XX,YF
CUST0000397690,XX,OT
CUST0000397821,UM,OT
CUST0000398363,UM,OT
CUST0000398367,MM,YA
CUST0000398539,XX,OT
CUST0000398567,MM,YA
CUST0000398616,MM,OT
CUST0000398776,UM,OT
CUST0000398784,LA,OA
CUST0000398825,XX,OT
CUST0000399733,MM,YA
CUST0000399865,MM,OT
CUST0000400016,MM,OT
